row_id	status	notes	screenshots
W5-12	PASS(both arms)	NEGATIVE arm (the matrix's explicit requirement): target output_weights + 24 flat floats 0.01..0.24 -> "Patch failed: patch_weights failed: shape mismatch: output_weights expects (12, 2), got (24,)", and /v1/network/topology immediately after is BYTE-IDENTICAL to the pre-state -- rejected without mutating. POSITIVE arm: target output_bias + "0.25, -0.25" -> "Patched output.bias (2 values)." and cascor reports output_bias [0.25,-0.25]. Both driven through the HIDDEN DOM (F-CANOPY-011), proving the callback path is sound. Finding F-CANOPY-012: output_weights (the DEFAULT dropdown option) is structurally un-patchable from the UI -- _parse_float_list:415 is flat 1-D, on_patch_weights:721 forwards verbatim, no reshape exists.	—
W5-13	PASS(after cap-driven reorder)	As specified at H=10 the append was REFUSED: "Add failed: add_hidden_unit failed: network is at max_hidden_units cap (10)" -- honest business rule (restored snapshot is fully grown at max 10), state unmutated, NOT a defect. Success path required freeing a slot, so step 15 ran BEFORE step 13 and the vector was recomputed at the new H: I+H = 2+9 = 11 floats. Result: hidden_units 9 -> 10 with tail unit id 9 carrying EXACTLY the sent ramp [0.31..0.41] (11 weights), bias 0.0, activation Tanh (shipped defaults, uncoerced). Finding F-CANOPY-013: the success message renders "Appended unit at index None (now None hidden units)."	—
W5-14	PASS	Append verified at the API, not the DOM: /v1/network hidden_units 9 -> 10 and /api/topology hidden_units 10. The matrix's DOM oracle (#network-visualizer-hidden-count) is unusable here -- it reads 0 for this network regardless of state, per F-CANOPY-006.	—
W5-15	PASS	DELETE :8051/api/v1/network/hidden-units/9 (canopy proxy, main.py:2745-2755) -> HTTP 200, body removed_index:9, num_hidden_units:9, fsm_state "INVESTIGATING"; count 10 -> 9. UI path blocked for TWO independent reasons: remove-idx options are [""] (D-0 -- the topology that would populate it never loads) AND the whole active block is hidden (F-CANOPY-011). Latent: on_remove_unit:705-707 carries the same F-CANOPY-013 envelope bug and would print "(now None hidden units)" once the panel is reachable.	—
W5-16	PASS	Op menu -> Replay -> confirm. Modal body is replay-specific ("Confirm Replay of snapshot: ... Start a read-only playback session of this snapshot's training history..."). Both halves of the expectation met: ACTIVE TAB auto-switched to Replay (t=6125ms) and replay-player-session populated; panel reported "✅ Snapshot replay started". Methodology note: a click issued <10ms after the tab render is LOST (Dash has not wired the freshly-rebuilt pattern-matched Input yet) -- a 1.5s settle before clicking makes it reliable; the first attempt failed this way, not via F-CANOPY-010.	—
W5-17	PASS	replay-player-panel-idle display:none (placeholder gone), -active display:block, -snapshot-id "snapshot_20260811T010849Z", -fsm-badge "REPLAYING". All three halves met.	—
W5-18	FAIL	F-CANOPY-015. Badge renders "V1 (metrics only)" (grey) but the snapshot is provably V2 WITH weights: artifact root attrs format_version=b'2', serializer_version=b'2.0.0', history/weights/ holds output_weights + output_bias (3 samples each) + hidden_units + sample_indices; cascor's replay-start reports session.weights_available=True with weight_sampling{adaptive,50,num_samples:3}. Root cause replay_player_panel.py:471 reads weights_available off the data-block top level, but it exists only in the nested data.session sub-dict. The row's whole purpose is "record which" -- and the badge reports the opposite of the truth.	—
W5-19	FAIL	F-CANOPY-014. Play btn (visible+enabled) leaves status on "❌ Invalid URL '/api/v1/snapshots/{id}/replay/control': No scheme supplied." and epoch-readout frozen at "0 / 12" -- playback never advances. Root cause replay_player_panel.py:80 (_api_base_url defaults to "") -> :356 builds a schemeless relative path. Backend EXONERATED: direct POST :8051/api/v1/snapshots/{id}/replay/control {"action":"play"} -> HTTP 200 with full result (length 12, time_index 0, speed 1.0, paused false, range{0,12}, weights_available true).	—
W5-20	BLOCKED	Doubly blocked: the V2 last-sample drain needs playback to advance (prevented by F-CANOPY-014), and the panel believes the session is V1 anyway (F-CANOPY-015).	—
W5-21	BLOCKED	F-CANOPY-014. Seek submits through the same :356 URL. Not driven: play AND stop both produced the identical malformed-URL error, proving the failure is action-independent, so dragging the scrubber could only re-observe it.	—
W5-22	BLOCKED	F-CANOPY-014, same submit path. Note the speed READOUT renders "1×" -- but from the SPEED_DEFAULT fallback at :469, not from session data (the real speed lives in the nested sub-dict); it is right only by coincidence (F-CANOPY-015).	—
W5-23	BLOCKED	F-CANOPY-014, same submit path. Range readout renders "[0, 12]" from the [start,end] fallback at :468, not from session.range -- right only by coincidence (F-CANOPY-015).	—
W5-24	BLOCKED	Requires playback to advance so the weight buffer gains entries; prevented by F-CANOPY-014.	—
W5-25	BLOCKED	Requires an advancing V2 replay to redraw the boundary; prevented by F-CANOPY-014.	—
W5-26	FAIL	F-CANOPY-014. Stop btn produces the IDENTICAL "No scheme supplied" error as play -- the evidence that the defect is action-independent rather than play-specific.	—
W5-27	PASS	Both ops 200 in the LIVE lane. resume -> HTTP 200, FSM RESUME_READY, time_index.default "end", window {0,12}; does NOT start training. retrain -> HTTP 200, FSM STOPPED, window reset {0,0}. Driven at the API after the UI modal failed to open twice under page congestion (the modal machinery itself is already proven by W5-05 + W5-16). The 409 arm was NOT induced -- it needs an active training run, out of scope for this row and against the W5 cleanup contract. The 501 arm belongs to the DEMO-lane row W5-30. Both ops appear in the history surface, cross-validating W5-28.	—
W5-28	PASS	history-toggle flipped history-collapse from visible:false/.collapse to visible:true/.collapsing, and history-content went from the "Loading history..." placeholder to real entries in 3.2s: "• RETRAIN ... 01:57:41 • RESUME ... 01:57:32 • REPLAY_STOPPED ... 01:54:41". The listed ops are exactly the ones this segment drove, in order. GET /api/v1/snapshots/history independently returns 200 with the same records.	—
W5-29	PASS(dead-expected, proven statically)	Stronger than the row asks. The ids hdf5-snapshots-panel-swap-restore-{pre,post}-btn occur in the whole panel ONLY at their construction sites (:709, :720) with NO Input() anywhere referencing either -- the buttons are callback-less BY CONSTRUCTION, not merely inert on the day. Live: swapBtnCount 0, because no dataset-swap events exist to build the paired-diff cards (dataset-swaps-content present but empty). Expectation (nothing happens / no request / no console error) holds vacuously and provably. Not click-driven: there was nothing to click, and manufacturing a swap event to reach a provably callback-less button would add no evidence.	—
M-NETWORK-EDITOR-01	PASS	dcc.Interval renders NO DOM node, so verified by cadence instead: instrumented window.fetch and counted Dash callback POSTs carrying the fsm-poll input -- 6 fires in an 11s window, median inter-arrival 1957 ms against the 2000 ms nominal. Jitter 1045-3025 ms is congestion, not drift: the SAME window carried 140 other Dash callbacks (a hard number for F-CANOPY-004). Server-side polling is invisible in canopy's log (application-level, no access lines), so the log is not a usable oracle here.	—
M-NETWORK-EDITOR-02	PASS	idle block inline display:block and visible to the user; copy reads 'Editor disabled / Restore a snapshot ... to enter the Investigating state'. Correct for the observed FSM (STOPPED != Investigating). Note the row passes for the right reason here but CANNOT fail: see M-NETWORK-EDITOR-04, where idle stays block even with the FSM genuinely at INVESTIGATING.	—
M-NETWORK-EDITOR-03	FAIL	F-CANOPY-011. Badge reads 'FSM: Unknown' -- the last-resort fallback -- in BOTH observed FSM states, including while canopy's own /api/status reported fsm_status='INVESTIGATING'. The chain at :501-503 / :410-412 reads state_machine.status then status.status; live /api/status returns neither (state_machine is literally None, the field is fsm_status), so the badge is structurally incapable of ever naming a real state. 'Unknown' is at least not a FALSE claim -- it misses, it does not lie -- but the control never performs its function.	—
M-NETWORK-EDITOR-04	FAIL	F-CANOPY-011, proven LIVE rather than inferred from code. Restored snapshot_20260811T010849Z -> canopy /api/status reported fsm_status='INVESTIGATING' with the network fully rehydrated (10 hidden units). Waited 5s (>2 poll cycles) so staleness is excluded. Panel state was UNCHANGED: idle display:block/offsetParent set, active display:none/offsetParent null, badge still 'FSM: Unknown', readout still 'No topology loaded.'. The active block is unreachable in the exact state it exists to unlock in.	—
M-NETWORK-EDITOR-06	PASS	dbc.Textarea; placeholder '0.1, -0.2, 0.05, ...'. Normal fill works -- set via the native value setter + input/change events, DOM value read back identical, and the server callback received it (the append reached cascor and the appended unit carries the sent vector). Not subject to the T-7 numeric wall.	—
M-NETWORK-EDITOR-07	PASS	type=number step=0.01 -- formally the T-7 numeric wall, but drivable: the React native-setter + input/change gesture set 0.25 and the value reached the backend, verified as bias=0.25 on the appended tail unit via cascor /v1/network/topology. Refines T-7: the wall is a Playwright fill() limitation, not a DOM one, so AUTO (raw JS) is sufficient and AUTO-API is not the only route.	—
M-NETWORK-EDITOR-08	PASS	dbc.Select; options exactly ['', Tanh, Sigmoid, ReLU, Linear], default value 'Tanh' as specified at :281. Write path also proven: selected Sigmoid, and the appended unit came back activation='Sigmoid' from cascor -- so the row is confirmed on both read (default) and write (selection reaches the backend).	—
M-NETWORK-EDITOR-09	PASS(request path) / FAIL(status message -- F-CANOPY-013)	Two arms. STOPPED: POST fires and cascor refuses -- 'add_hidden_unit failed: add_hidden_unit_manual requires INVESTIGATING state (currently STOPPED)'; this is a REAL backend precondition, so canopy's gate intent is correct and only its implementation is wrong (see M-NETWORK-EDITOR-04). INVESTIGATING: the append SUCCEEDS end-to-end -- hidden_units 9 -> 10, tail unit carries the 11 sent weights, bias 0.25, activation Sigmoid. But the success alert reads 'Appended unit at index None (now None hidden units).' -- F-CANOPY-013 reproduced verbatim on a fully successful op, because :609-610 read unit_index / num_hidden_units off the envelope ROOT while _post_json :458 returns the whole {status,data,meta} envelope.	—
M-NETWORK-EDITOR-10	PASS	Matches the documented D-0 consequence exactly: the only option is the placeholder {value:'', label:'Select a unit'}, so nothing is selectable. Confirmed to persist even while the FSM was INVESTIGATING -- the options never populate because the topology store is never filled (the gate at :505 returns before the topology fetch, and that fetch targets the 404 route anyway). Two independent reasons the picker stays empty; fixing either alone is insufficient.	—
M-NETWORK-EDITOR-11	PASS(reachable only by injection)	Validation arm first, needing no injection: clicking Delete with idx empty yields 'Pick a unit to delete.' (alert-danger) and correctly does NOT open the modal -- proving the callback is wired and fires from the hidden control. Full arm required injecting the <option value=9> that D-0 prevents from ever existing, then a native-setter change event: modal opened in 1527 ms, -remove-modal-body read 'Delete hidden unit #9? Subsequent units shift down by one and the cascade is rebuilt so the forward-pass shape invariant still holds. The optimizer is dropped -- fresh training will rebuild it.', and -remove-snapshot-first was present and CHECKED by default (value 'yes'), i.e. the safe path is the default path as designed. Structurally unreachable through the real UI.	—
M-NETWORK-EDITOR-12	PASS	Cancel closed the modal in 2020 ms. No request: the status line kept its prior text and cascor /v1/network still read 10 hidden units immediately after, so nothing destructive was issued. Confirms the modal is a genuine two-step gate rather than a cosmetic confirm.	—
M-NETWORK-EDITOR-13	PASS(sequence + effect) / FAIL(status message -- F-CANOPY-013)	Both documented requests fire in the specified order. STOPPED arm proves the ordering independently of the outcome: the snapshot-first POST SUCCEEDED (snapshot count 1 -> 2) and only then did the DELETE get refused for the INVESTIGATING precondition -- had the order been reversed or the snapshot skipped, the counts could not look like that. INVESTIGATING arm: full success, hidden_units 10 -> 9, snapshot count 2 -> 3. Message read 'Snapshot taken; Removed unit 9 (now None hidden units).' -- the F-CANOPY-013 sibling that segment 6 could only call LATENT is now OBSERVED on a successful op. Side effect worth knowing: a refused DELETE still leaves its safety snapshot behind (non-transactional, defensible, undocumented).	—
M-NETWORK-EDITOR-14	PASS	dbc.Select over _PATCH_TARGETS; options ['', output_weights, output_bias, hidden_unit_weights, hidden_unit_bias] with default 'output_weights' as specified at :355. Write path proven by switching to output_bias and to hidden_unit_weights and observing each map onto cascor's two-axis schema (output.bias, hidden_unit.weights) in the resulting status text.	—
M-NETWORK-EDITOR-15	PASS	type=number step=1 min=0 (T-7 class, drivable by native setter as in row 07). Both documented arms: empty idx with a hidden_unit_* target yields exactly 'hidden_unit_index is required for hidden_unit_* targets.' and issues no request; idx=0 proceeds and the patch lands. Backend-verified -- cascor /v1/network/topology shows unit 0 weights [0.10999999940395355, 0.2199999988079071], the float32 image of the 0.11, 0.22 that was typed.	—
M-NETWORK-EDITOR-16	PASS	Textarea, placeholder '0.1, 0.2, 0.3, ...'. Normal fill works; parsed by _parse_float_list into the wire body and the values arrive at cascor intact (verified on the unit-0 patch).	—
M-NETWORK-EDITOR-17	PASS(2 of 4 targets) / FAIL(default target -- F-CANOPY-012)	PATCH /api/v1/network/weights fires and cascor validates without mutating, as specified. Works: output_bias -> 'Patched output.bias (2 values).'; hidden_unit_weights idx 0 -> 'Patched hidden_unit.weights (2 values).' (both backend-verified). Fails on the DEFAULT target: 24 flat values for output_weights returns 'shape mismatch: output_weights expects (12, 2), got (24,)'. F-CANOPY-012 confirmed AND sharpened -- the required shape is (n_in + n_hidden, n_out) = (12,2), NOT (n_out, n_in + n_hidden) = (2,12), while the field's own placeholder says 'CSV row-major'. A reshape fix that trusts the placeholder would still be wrong. Also note the patch success messages are CORRECT (they count request-side values via len(values)), so F-CANOPY-013 spares this path -- it is specific to callbacks that read the response envelope.	—
M-NETWORK-EDITOR-18	PASS	Rendered a dbc.Alert on every one of the 9 submits driven this segment, with correct colour each time: alert-danger for the 5 error arms (pick-a-unit, 2x INVESTIGATING-precondition, missing idx, shape mismatch) and alert-success for the 4 success arms (remove, append, output.bias patch, hidden_unit.weights patch). Text always matched the code's message for that branch.	—
M-REPLAY-01	PASS	Both states proven in one segment. No session: '▶ No active replay session' visible with -active display:none. Session live (started through the UI): idle flips to display:none. Note a session started by direct API call does NOT flip it -- the replay-player-session Store is written by the SNAPSHOTS panel after its own POST, so the panel is store-driven, not backend-polled. That is by design and is why this row must be driven through the UI.	—
M-REPLAY-02	PASS	On confirm the whole control block became display:block and visible (real geometry, not offsetParent), idle hidden, 4643 ms after the modal Confirm. The tab ALSO auto-switched to Replay, corroborating segment 6's observation.	—
M-REPLAY-03	PASS	<code> reads 'snapshot_20260811T010849Z' -- the snapshot whose op button was clicked.	—
M-REPLAY-04	PASS	Badge reads 'REPLAYING' from session.fsm_state (backend returned fsm_state 'REPLAYING'); the ':470' default 'Replaying' was not needed. Rendered on the info-tinted background rgb(207,244,252).	—
M-REPLAY-05	FAIL	F-CANOPY-015, now proven against the payload rather than inferred. POST /replay returns data.session.weights_available = TRUE (plus weight_sampling with 3 sampled epochs), so this is provably a V2 snapshot -- yet the badge renders 'V1 (metrics only)' on the grey rgb(226,227,229) background. Cause: ':471' reads session.get('weights_available') where the real value sits one level deeper at data.session.*. The row's 'ships display:none' is also stale: the callback's badge_style sets display:inline-block, so the badge IS shown -- shown and wrong, which is worse than hidden.	—
M-REPLAY-06	PASS	Readout is empty, which is exactly the documented behaviour for an empty buffer (':533-548'). Empty for a reason that is downstream of F-CANOPY-014: playback can never advance, so no weight frames are ever produced to buffer. The drain mechanism itself is intact -- see M-REPLAY-14.	—
M-REPLAY-07	FAIL	F-CANOPY-014. Click -> "❌ Invalid URL '/api/v1/snapshots/snapshot_20260811T010849Z/replay/control': No scheme supplied. Perhaps you meant https:///api/v1/snapshots/.../replay/control?" The three-slash 'https:///' in the hint is the empty base URL concatenated onto the path -- replay_player_panel.py:80 defaults _api_base_url to '' where the sibling network_editor_panel.py:99 defaults to http://127.0.0.1:{port}.	—
M-REPLAY-08	FAIL	F-CANOPY-014. BYTE-IDENTICAL error to play and stop. Segment 6 established action-independence from play+stop; pause completes the set, so all three transport buttons are confirmed to fail identically and for a reason that cannot depend on the action.	—
M-REPLAY-09	FAIL	F-CANOPY-014. Byte-identical to play and pause. Backend independently exonerated again this segment: a direct POST of {"action":"stop"} to the same route returned HTTP 200 with fsm_state STOPPED.	—
M-REPLAY-10	FAIL	F-CANOPY-014, with the dispatch positively proven rather than assumed. A TRUSTED ArrowRight on the focused scrubber thumb moved it 6 -> 7 and produced 2 Dash callback POSTs to replay-player-panel-control-trigger.data (captured by a fetch hook), which then died at the same empty base URL. -epoch-readout stayed '0 / 12' -- correct downstream behaviour, since the readout re-renders only from a SUCCESSFUL control response. Slider bounds verified correct: min 0, max 12, step 1.	—
M-REPLAY-11	FAIL	F-CANOPY-014, dispatch proven. Trusted ArrowRight moved the thumb 5.0 -> 5.1 (step 0.1 as specified) and emitted 2 control-trigger dispatches; same URL failure. -speed-readout stayed '1×' for the same reason as row 10. Bounds verified min -10 / max 10 -- worth noting the panel's own help text beneath the slider says 'Range 0.1×-10×', which does not describe the negative half the slider actually exposes (and which the matrix documents as playing backward).	—
M-REPLAY-12	FAIL	F-CANOPY-014, dispatch proven. Trusted ArrowRight moved the min handle 2 -> 3 (handles [3, 12]) and emitted 2 control-trigger dispatches; same URL failure; -range-readout stayed '[0, 12]'. This row also carries a MASKED F-CANOPY-015 instance: the backend's real range is the DICT {start:0,end:12} while the panel falls back to the LIST [start,end] = [0,12] from _session_window -- identical to the eye, so the bug is invisible here. Consequence for the fix: reading one level deeper WITHOUT converting dict -> list would make the render at f'[{range_value[0]}, {range_value[1]}]' raise KeyError. The naive fix crashes.	—
M-REPLAY-13	PASS	The status block itself works correctly -- it faithfully rendered the ❌ error for every one of the 6 control attempts (3 buttons + 3 sliders). Worth recording that the error was already present on session load, before any control was touched, so a control dispatch fires as part of establishing the session. The block is doing its job; what it reports is F-CANOPY-014.	—
M-REPLAY-14	PASS	Plumbing verified intact: window._juniperWsDrain exists and exposes _replayWeightBuffer alongside the other 6 channel buffers; drainReplayWeights() is callable and returned array(0). The buffer is empty legitimately -- no weight frames can arrive because playback never advances (F-CANOPY-014) -- so this row passes on mechanism while its observable payoff is blocked. Distinguishing 'plumbing broken' from 'plumbing idle' is the point of driving it directly.	—
M-REPLAY-15	PASS(empty-state; hover vacuous)	Graph present and Plotly-rendered with a wall-clock axis and the empty-state legend 'No dataset swaps recorded yet'. MANUAL hover was not exercised because there are no markers to hover -- 0 swap events exist on this snapshot. Consistent with M-REPLAY-17 and with the backend (see row 16). Renders correctly in its empty state; the hover half needs a snapshot carrying swap events, which belongs to W7.	—
M-REPLAY-16	PASS(endpoint + shape)	GET /api/snapshots/snapshot_20260811T010849Z/history/dataset_swaps -> HTTP 200 with the correctly-shaped envelope {"status":"success","data":{"events":[]}}. Route is live and not the 404 class of D-0. The full hydrate-on-session-change behaviour (store write + no_update on a same-session re-fire) needs a snapshot with actual swap events and is exercised in W7 step 16, which remains blocked on the recurrence leg.	—
M-REPLAY-17	PASS	Monospace count beside the label reads '0 events', consistent with the empty graph and with the backend's empty events array -- the three agree, so the count is genuinely wired rather than a hardcoded placeholder.	—
W11-01	PASS(both branches now proven)	Controls visible while stopped. The empty-store fallback branch (metrics_panel.py:946-947) is what fires on an empty training-state store; the STATUS branch was additionally proven this segment by the training run -- with training STARTED the bar went display:none (see W11-11), which is the status-set test doing its job. Both arms of toggle_replay_visibility are now exercised.	—
W11-02	FAIL(F-CANOPY-016)	Reads '0 / 0' even with a FULLY POPULATED store. After the training run the metrics store demonstrably holds all 401 rows -- the sibling loss chart, reading the SAME metrics-panel-metrics-store Input, renders a trace of 401 points -- yet the position readout never leaves its mount value. Not the empty-history clamp any more: update_replay_ui is simply never re-dispatched. Was recorded BLOCKED before the training run; the run is what made this provable.	—
W11-03	FAIL(F-CANOPY-016)	Play produces NOTHING: no icon change, no position advance, and -- decisive -- ZERO _dash-update-component requests carrying a metrics-panel-replay-state output in a 15s window with the click issued inside it (a same-window control probe caught 3 unrelated replay-player-panel dispatches, proving the instrument works). The button's callback never fires. With 401 history rows present this is no longer the degenerate-history artifact recorded pre-training-run; the control is genuinely dead.	—
W11-04	FAIL(F-CANOPY-016)	Speed 4x cannot be timed because playback never starts (W11-03) and no callback dispatches. The interval arithmetic remains statically correct (metrics_panel.py:1034-1035 -> 250 ms at 4x); the defect is dispatch, not arithmetic.	—
W11-05	FAIL(F-CANOPY-016) / D-3 CONFIRMED	D-3 holds exactly as documented: metrics_panel.py:1034 'base_interval = 1000', so 1x/2x/4x = 1000/500/250 ms -- base is 1000 ms, NOT 500 ms. The click-through half fails with the rest of the cluster (no dispatch).	—
W11-06	FAIL(F-CANOPY-016)	Second play click is as inert as the first -- icon stays '▶', no dispatch. Cannot toggle out of a state the cluster can never enter.	—
W11-07	FAIL(F-CANOPY-016)	step-forward clicked with 401 rows loaded (max_index 400, so a clamp is NOT in play) -- position held '0 / 0' across a 25s poll and the slider thumb stayed at 0. Pre-training-run this was indistinguishable from correct clamping at a degenerate max; with real history it is unambiguous.	—
W11-08	FAIL(F-CANOPY-016)	Jump-to-start / jump-to-end inert with real history present; start_index and end_index are no longer coincident (0 vs 400), so unlike the pre-run observation this cannot be explained by a degenerate window.	—
W11-09	FAIL(F-CANOPY-016)	Slider index math is no longer short-circuited (max_index 400 > 0), but the slider cannot commit: the cluster dispatches nothing. Note the panel's slider max output is a hardcoded 100 (percentage scale, metrics_panel.py:1084 'return slider_value, 100, position_text'), so a thumb aria-valuemax of 100 says nothing about history length -- do not read it as a data signal.	—
W11-10	FAIL(F-CANOPY-016)	Play-to-end auto-stop cannot be reached: playback never starts. The replay_tick auto-stop logic (:1053-1060) is untested against a real end_index.	—
W11-11	PASS	Proven with a real training run this segment. With training STARTED (cascor state_machine STOPPED->STARTED, phase OUTPUT, is_training true), #metrics-panel-replay-controls went display:none and invisible. This is the one W11 row whose callback path demonstrably works -- and notably it rides toggle_replay_visibility (a style Output on the container), NOT the replay-state cluster that F-CANOPY-016 kills.	—
W3-01	PASS	Baseline read: DOM #nn-learning-rate-input.value = '0.1' matches /api/state nn_learning_rate = 0.1; el.type = 'number' (the T-7 numeric class confirmed at the widget, dashboard_manager.py:979-988). Driven headless-chromium via util/ad-hoc/e2e_w3_params_driver.py (Playwright lives only in the JuniperCanopy1 env; the browser MCP was unavailable this session).	—
W3-02	FAIL(reframed) F-CANOPY-017	The matrix frames step 2 as 'a pure browser cannot do this' (synthetic events never reach Dash). That framing is WRONG in both directions and the real mechanism is worse. Typing DOES reach Dash for step-VALID numeric fields (control: #nn-patience-input typed '42' -> callback carried 42, Apply enabled). For #nn-learning-rate-input the callback carried None, because the widget declares step=0.001 with min=0.0001, and HTML5 bases the step grid at min -- valid values are ONLY 0.0001+n*0.001, so 0.1 / 0.01 / 0.05 / 0.073 / 0.0733 are ALL validity.stepMismatch=true (read directly off el.validity). An invalid number input yields Dash State None. Positive control: on-grid '0.0021' -> carried 0.0021, valid=true, applied 0.0021. So the cause is the step grid, not synthetic-vs-trusted events.	—
W3-03	PASS	POST /api/set_params with the 27-key body seeded from live /api/state (per test_param_roundtrip_visible.py:37-65) and nn_learning_rate=0.0789 -> HTTP 200; response state.learning_rate = 0.0789. No None-valued keys in the payload.	—
W3-04	PASS	GET /api/state reflected nn_learning_rate == 0.0789 after 11ms, far inside the matrix's 5s budget.	—
