row_id	status	notes	screenshots
C2.8-11	PASS	cn-multi-candidate-checkbox (real checkbox input inside the dbc DIV wrapper) gates the sub-group by OPACITY, not by the radio inputs' disabled attribute: unchecked -> cn-candidate-selection-radio opacity 0.5 and BOTH count inputs disabled; checked -> opacity 1 and the count inputs released to the selection radio. Toggle is idempotent (uncheck then re-check fully recovered). CAUTION: recovery took >8 s -- a 4 s sample showed opacity stuck at 0.5 and read exactly like a broken control; I nearly filed that as a defect. Backend round-trip confirmed (cascor multi_candidate=True).	—
C2.8-12	PASS	cn-candidate-selection-radio ships value=None (neither option checked) as the matrix states (:1464). BOTH arms drive the documented 'or' exclusivity: 'top_tier' -> cn-top-candidates-input enabled, cn-random-candidates-input disabled; 'random' -> the exact inverse. A read at 1000 ms showed both briefly enabled -- that is a mid-transition artifact, the settled state (>=6 s) is exclusive. NOTE the applied value of the top_tier arm is rejected by cascor -- see the finding row F-CANOPY-022.	—
C2.8-13	PASS	cn-top-candidates-input ships disabled=True; enabled via its gate (C2.8-11 + C2.8-12 top_tier). Driven 2 -> 5 -> 0 and the value round-tripped to the backend (cascor top_candidates=0 with the random arm applied). Validator T.	—
C2.8-14	PASS	cn-random-candidates-input ships disabled=True; enabled via its gate (C2.8-11 + C2.8-12 random). Driven 0 -> 5, applied successfully ('Parameters applied'), backend round-trip confirmed (cascor random_candidates=5, selected_candidates=5, candidate_selection=random). Validator R.	—
C2.9-04	PASS	apply-params-button ships disabled=True and is enabled only by a tracked-value change (verified repeatedly: disabled->enabled on edit, enabled->disabled on revert). A click performs the blur-commit and the server-side apply; canopy logs the hot/cold split verbatim -- 14 keys via WS ('Cascor params updated via WS: max_iterations, epochs_max, learning_rate, ...') and 6 via REST ('init_output_weights, optimizer_type, activation_function_name, candidate_epochs, multi_candidate, candidate_selection'), 20 mapped keys total. Round-trip proven on output_epochs=12345, patience=88, and the S/T/R triple. Zero browser requests for the POST, as expected (server-side call).	—
C2.9-05	FAIL (F-CANOPY-018)	All THREE documented shapes were produced -- 'Parameters applied' (success), 'Failed to apply (HTTP 502): Backend rejected parameters: verification_failed' (non-200 verbatim detail), and a verbatim Pydantic literal_error body -- so the composer itself is correct. The row still FAILS because none of them PERSISTS: the success toast rendered at t=1800 ms and was overwritten by '⚠️ Unsaved changes' at t=2700 ms, i.e. a ~900 ms visible window, then never returned across the remaining 7.2 s. This CONFIRMS F-CANOPY-018 live on canopy f90420e and SHARPENS it: the prior record ('never the success toast, 3 independent runs') was a sampling artifact -- the toast IS rendered, it is simply destroyed ~0.9 s later by the second writer (track_param_changes Outputs params-status.children with applied-params-store as an Input). Additional observation: after a SUCCESSFUL apply the form does not return to clean -- apply-params-button stays enabled and the status stays '⚠️ Unsaved changes' until a page reload.	—
C2.9-10	PASS	network-info-header click toggled network-info-collapse (ships open) at 1800 ms: class 'collapse show' -> 'collapse', height 480 -> 49. Residual 49 px is the still-mounted second-level details node, not a failed collapse.	—
C2.9-12	PASS	network-info-details-header click toggled network-info-details-collapse (ships closed) at 3000 ms, caret ▶ -> ▼ -- the SECOND collapsible level, confirmed independent of its parent (it opened while network-info-collapse was closed, so its rect height stayed 0; the class + caret are the evidence).	—
F-CANOPY-017	RESOLVED (verified live)	FIXED by juniper-canopy#489 (d11bfcd, 2026-08-14), whose commit message cites F-CANOPY-017 by name. Verified live on canopy f90420e by a full DOM sweep of all 20 sidebar numeric inputs: EVERY one now reports validity.valid=true and stepMismatch=false. All 7 fields the finding named as off-grid are repaired -- nn-max-iterations (step 100 -> 1), nn-max-total-epochs (1000 -> 1), nn-learning-rate (0.001 -> "any"), nn-growth-preset-epochs (10 -> 1), nn-dataset-elements (100 -> 1), cn-correlation-threshold (0.0001 -> "any"), cn-training-convergence-threshold (0.00001 -> "any") -- i.e. the float="any" / int=1 pattern. The finding's own live instance was re-run: 0.0733 typed into nn-learning-rate-input is now valid and commits. CONSEQUENCE FOR THE MATRIX: the AUTO-API automation class for the sidebar numeric rows rests on a wall that no longer exists; 21 rows in §2.6-§2.9 are browser-drivable.	—
F-CANOPY-018	CONFIRMED + sharpened	Still OPEN on canopy f90420e. See the C2.9-05 row for the measurement: the success toast IS rendered and survives ~900 ms before the second writer overwrites it with '⚠️ Unsaved changes'. Prior segments concluded the toast never appears; they sampled too coarsely. Also NOT previously recorded: after a successful apply the form never returns to clean (Apply stays enabled, status stays '⚠️ Unsaved changes') until a page reload.	—
F-CANOPY-022	NEW FINDING P1	The 'Add Top Tier Candidates' candidate-selection option can NEVER be applied -- canopy and cascor disagree on the value vocabulary. canopy's cn-candidate-selection-radio declares {'label': 'Add Top Tier Candidates', 'value': 'top_tier'} at juniper-canopy/src/frontend/dashboard_manager.py:1471; cascor's API accepts only Literal['top','random','mixed'] at juniper-cascor/src/api/models/training.py:159 and :327. No translation exists on the canopy side -- _toggle_cn_selection_inputs_handler (dashboard_manager.py:6815-6821) consumes 'top_tier' purely for UI enable/disable gating and the raw value goes into the apply payload. LIVE INSTANCE: select 'Add Top Tier Candidates', set a consistent triple (S=5,T=5,R=0 -- clientside validator satisfied, feedback empty), click Apply -> 'Failed to apply (HTTP 502): Backend rejected parameters: [{type: literal_error, loc: [body, candidate_selection], msg: "Input should be top, random or mixed", input: top_tier}]'. CONTROL: the sibling arm 'random' matches cascor's literal exactly and applied cleanly in the same session ('Parameters applied'; backend candidate_selection=random, selected_candidates=5, top_candidates=0, random_candidates=5). So one of the two shipped options is permanently unusable. Also note cascor's third literal 'mixed' has no canopy UI option at all. Fix target: map top_tier->top at the payload boundary (or change the option value), and consider surfacing 'mixed'.	—
F-CANOPY-023	NEW FINDING P1	A SUCCESSFUL parameter apply is reported to the operator as a 502 failure whenever the sidebar's nn_max_total_epochs has gone stale against cascor's epochs_max. Two-part chain, both halves live-verified. (a) CASCOR SIDE: PATCH /v1/training/params silently ignores epochs_max -- 'curl -X PATCH ... -d {"epochs_max": 115000}' returns HTTP 200 status=success while the stored value stays 140795. Control: the same request shape with {"patience": 77} stored 77 correctly, so the silent-ignore is specific to epochs_max, which cascor owns/recomputes. (b) CANOPY SIDE: cascor_service_adapter._verify_apply_roundtrip (juniper-canopy/src/backend/cascor_service_adapter.py:~1316-1334) compares ALL mapped keys after the write and, on ANY divergence, returns {'ok': False, 'error': 'verification_failed'} for the WHOLE apply -- discarding the fact that every other key landed. LIVE INSTANCE: canopy logged 'apply_params verify mismatch: {epochs_max: {requested: 115000, applied: 140795}}' -> UI showed 'Failed to apply (HTTP 502) ... verification_failed', yet cascor really did take the user's edits (output_epochs=12345 and the S/T/R triple were all present afterwards and survived a page reload). The operator is told their change failed when it succeeded, and would reasonably retry. TRIGGER IS PRECISE: only when the sidebar's seeded nn_max_total_epochs differs from cascor's live epochs_max -- i.e. after cascor has moved it, which happens across a training run. A page reload re-seeds the sidebar (140795) and the next apply succeeds. WHY EARLIER SEGMENTS MISSED IT: W3-03 (run 20260811T010700Z) drove /api/set_params with a body seeded from live /api/state, so no key could diverge. Fix target: exclude cascor-owned keys from the round-trip verify, or degrade a single-key mismatch to the existing 'mismatches' partition instead of failing the whole apply.	—
F-CANOPY-024	NEW FINDING P2	The shipped default candidate triple is invalid, so the first Apply Parameters on a fresh dashboard always fails validation. Observed on the very first DOM sweep of a freshly launched stack, before any edit: cn-selected-candidates-input=1 (S), cn-top-candidates-input=1 (T), cn-random-candidates-input=1 (R) -- so T+R=2 != S=1. Both validators agree it is invalid: the clientside cn-pool-triple-feedback rendered 'top_candidates+random_candidates must equal S=1 (got 1+1=2)' with is-invalid on T and R, and cascor rejected the apply with the identical sentence. The user cannot fix it in place from the shipped state because T and R both ship disabled=True behind cn-multi-candidate-checkbox; the recovery is to change S, or to enable multi-candidate and edit T/R. Related observation (not itself a defect, since the matrix documents the radio as shipping value=None): cascor's candidate_selection is never seeded into cn-candidate-selection-radio on page load, so with multi_candidate=True seeded from the backend the checkbox shows checked and the radio is ungated (opacity 1) yet neither option is selected and both count inputs stay disabled until the user picks one.	—
F-CASCOR-003b	INCONCLUSIVE (measurement method corrected)	Could not settle the open question this segment, and the reason is itself the finding: the naive process count is CONTAMINATED on this shared box. 'pgrep -f JuniperCascor1.*forkserver' returned 18 at +43 s and +73 s after a clean stop (apparently reproducing the original observation), then 7, then 3, then ROSE BACK to 11 -- a rise that is impossible for a draining pool and exposed the error. Attributing by parentage instead: my leg (pid 298210) held exactly 2 children -- 319149 (14 MB) and the 476 MB multiprocessing forkserver 319150 -- and NO candidate-pool grandchildren, i.e. my pool had fully drained. The 461 MB x7 cluster belonged to a DIFFERENT cascor (pid 348136, started 130 s earlier by a concurrent session). The forkserver process itself persisting is expected and is not pool residency. METHOD FOR THE NEXT ATTEMPT: record the leg pid at bring-up and count only its descendants (pgrep -P / ppid walk), never a box-wide pattern match. The original F-CASCOR-003b observation was taken with the box-wide method and should be re-taken before being treated as real.	—
