row_id	status	notes	screenshots
C2.10-16	PASS	restart-p-cn-selected 1 -> 2; summary delta at 1400 ms (fastest numeric field). step=1 min=1.	—
C2.10-17	PASS	restart-p-cn-corr-thresh 0.001 -> 0.0077; summary delta at 2100 ms. step="any" min=0.	—
C2.9-01	PASS	pending-dataset-banner proved on BOTH of its documented paths. (a) Opened by a successful Apply Dataset: absent before, present+shown 342x142 at 2500 ms reading 'Dataset change pending — restart training to apply.' (b) Independently reconciled from /api/status.pending_dataset: on a COLD page load with a dataset already staged server-side, the banner appeared at 5000 ms with no user gesture -- the slow-tick reconcile the matrix describes. Absent-while-closed is the normal shipped state (is_open=False).	—
C2.9-02	PASS	restart-with-new-dataset-button renders inside the banner labelled 'Stop & Restart with new dataset'. Clicking it opened restart-confirm-modal at 1000 ms and seeded every field from the staged config (summary: spirals / 1000 / 0.25 / 1.5 / 2). It did NOT POST directly -- no /api/train/restart traffic; the modal is the gate, as the matrix states (pre-N3 behaviour is gone).	—
C2.9-03	PASS	cancel-pending-dataset-button renders inside the banner labelled 'Cancel pending change'. Clicking it took /api/status.pending_dataset from {'dataset_type': 'spirals', 'n_samples': 1000, 'noise': 0.25, 'rotations': 1.5, 'n_spirals': 2} to null, and the banner closed at 2100 ms -- the 200 path of DELETE /api/cancel_pending_dataset. The failure path (banner stays open) was not induced.	—
C2.9-07	PASS	Server-authoritative page-load reconcile confirmed. With the backend at enabled=false, a fresh load rendered experimental-functions-toggle unchecked; with the backend at enabled=true, a fresh load flipped it to checked at ~8000 ms. The reconcile (load_reconcile_experimental_functions, :4784) fires once on params-init-interval and writes BOTH the toggle value and experimental-flags-store from the same response -- observed on the wire as {'experimental-functions-toggle': {'value': true}, 'experimental-flags-store': {'data': {'experimental_functions': true}}}.	—
C2.9-08	PASS	Toggling ON POSTed and the response's enabled is what the UI reflects: GET /api/admin/experimental_functions went false -> true and the switch showed checked. METHOD NOTE (durable): a raw JS .click() is INERT on this dbc.Switch -- it left both .checked and the backend untouched across a 10-sample fast poll. The React-controlled idiom (native `checked` property descriptor + dispatched click/change) is what drives it, the same technique the numeric inputs need. Segment 12's 'JS .click() drives the real callback chain' holds for <button>, not for switch checkboxes.	—
C2.9-09	PASS (or-nothing branch)	experimental-functions-alert is declared and present in the DOM, closed at rest (height 0). Through a SUCCESSFUL toggle where the server's enabled matched the request, it correctly rendered NOTHING -- which is one of the two documented outcomes ('Renders the warning/danger dbc.Alert (5 s) or nothing'). Stated precisely: the or-nothing branch is proven; the warning (server/request divergence) and danger (non-200 / network error) branches were NOT induced and remain unproven.	—
C2.9-11	PASS	network-info-panel is refilled from the slow tick, proven by a value that MOVES rather than by assuming the callback ran: with an empty network it read 'Input Nodes: 0 Hidden Units: 0 Output Nodes: 0 Training Step: 0'; with a live run it read 'Input Nodes: 2 Hidden Units: 6 / 10 Output Nodes: 2 Training Step: 6 Epoch (in phase): 201 / 400'. Sampling twice on an IDLE network shows identical text, which is why a moving network is the honest instrument here.	—
C2.9-13	PASS	network-info-details-panel is the second collapsible level and is likewise refilled: observed empty on first read and populated on a later sample -- 'Threshold Function sigmoid Optimizer sgd Total Nodes 0 Total Edges 0 Total Connections 0 Total Weights 0 ...'. OBSERVATION (not a new finding): those totals read 0 while the live network held 6 hidden units and 2/2 IO. That is the F-CANOPY-006 class (topology-derived counts never updating from any source) and is recorded against it rather than filed fresh -- segment 9 already withdrew a P1 of exactly this shape as blast radius.	—
C2.9-16	PASS	Tooltips render 1:1 on hover. Source count: CONTROL_TOOLTIPS in juniper-canopy/src/frontend/tooltips.py has exactly 23 entries INCLUDING apply-params-button -- matching the matrix's '22 parameter inputs + apply-params-button'. Live: zero tooltip nodes at rest, and dispatching pointerover/mouseover/mouseenter rendered the correct text per target -- nn-learning-rate-input -> 'Learning rate for output weight training (gradient descent step size).', apply-params-button -> 'Apply the current parameter values to the backend (takes effect on nex...'. Playwright's page.hover() is unusable here (30 s timeout, the same actionability wall as its click), so the events were dispatched directly.	—
C2.6-17	PASS	nn-model-summary renders the current model label + status: 'Active: CasCor (Cascade-Correlation)'.	—
C2.6-18	PASS	nn-model-change-button ('▸ change') opens model-selection-modal (1500 ms) AND rebuilds the table against the current dataset -- 3 rows with a populated Compatibility column marking CasCor '✓ compatible / Selected'. See C2.10-01 for the modal-side evidence.	—
C2.6-19	PASS	nn-model-dataset-hint renders the reverse gate -- with the spirals dataset active it reads 'rank-2 (tabular) models only', i.e. it names the model constraint the CURRENT dataset imposes.	—
C2.7-10	FAIL (F-CANOPY-025)	live-dataset-switch-button ships disabled=True as documented, but the enabling half of its contract never happens. With BOTH gate conditions provably satisfied -- GET /api/admin/experimental_functions enabled=true AND GET /api/status is_running=true, held continuously -- the button stayed disabled across a 120 s watch (24 samples at 5 s), a page reload, and a forced experimental OFF->ON transition. See F-CANOPY-025 for the wire-level evidence. Consequence: the modal the row says it opens can never be reached from the UI.	—
F-CANOPY-025	NEW FINDING P1	The Live Dataset Switch is unreachable: its gate callback never emits, so the button is permanently disabled and the entire hot-swap surface (C2.7-10, C2.10-02, C2.10-03, workflow W7) cannot be entered from the dashboard. EVIDENCE, all live on canopy 56ce45f. (1) The button ships disabled=True (dashboard_manager.py:1279-1280). (2) Its disabled prop has exactly ONE writer, gate_live_switch_button (:4894-4901), whose handler returns `not (flags_ok and running)` (_gate_live_switch_button_handler, :5732-5741). (3) The callback IS registered -- GET /dashboard/_dash-dependencies lists 182 callbacks including output 'live-dataset-switch-button.disabled' with inputs ['experimental-flags-store', 'training-status-store']. (4) BOTH inputs are provably correct ON THE WIRE: _dash-update-component responses carry {'training-status-store': {'data': {'is_running': true, 'phase': 'candidate'}}} and {'experimental-flags-store': {'data': {'experimental_functions': true}}}, repeatedly. (5) Yet ZERO _dash-update-component responses ever carry live-dataset-switch-button -- across a 120 s watch, a full page reload with a response hook armed from before load, and a forced experimental OFF->ON toggle. The callback is registered, its inputs update, and it never fires. ROOT CAUSE NOT ISOLATED -- that is fix-phase work (same disposition as F-CANOPY-016). WHY THIS HID: the only prior record of this surface is W7-step1 PASS (run 20260810T002233Z:63), the DENY arm -- 'exp toggle OFF + training running -> button disabled'. A gate that never opens satisfies every should-be-disabled assertion, so the deny arm passing is not evidence the gate works; the ALLOW arm had never been driven. Distinct from F-CANOPY-004 (server-callback lag): the same page demonstrably updated other surfaces throughout (network-info-panel moved 0 -> 6 hidden units), and 120 s exceeds the documented lag while both stores were already correct.	—
